@relation 'trainwseap-weka.filters.unsupervised.attribute.Remove-R4-5,8,10,15'

@attribute polarity {P,NONE,N,NEU,P+,N+}
@attribute confidence numeric
@attribute joy numeric
@attribute isIronic {False,True}
@attribute sadness numeric
@attribute isSubjective {True,False}
@attribute isAgreement {True,False}
@attribute anger numeric
@attribute surprise numeric
@attribute fear numeric
@attribute class {Bot,Human}

@data
P,100,0.137462,False,0.527211,False,True,0.129201,0.017439,0.188687,Human
N+,100,0.178837,False,0.310552,False,True,0.205923,0.06322,0.241468,Human
N,100,0.032506,False,0.694567,True,True,0.085495,0.123868,0.063564,Human
P+,100,0.622407,False,0.204105,False,True,0.042921,0.045336,0.085231,Human
NONE,100,0.200005,False,0.15933,False,True,0.200485,0.205523,0.234657,Human
P,100,0.173951,False,0.18306,False,True,0.213184,0.216087,0.213718,Human
N,100,0.048481,False,0.49778,False,True,0.323036,0.055289,0.075413,Human
NONE,100,0.264947,False,0.339703,False,True,0.242957,0.086178,0.066215,Human
NONE,100,0.051225,False,0.41197,False,True,0.191747,0.010261,0.334797,Human
NONE,100,0.054067,False,0.482319,False,True,0.124978,0.008769,0.329867,Human
NONE,100,0.035283,False,0.507455,False,True,0.1217,0.005982,0.329579,Human
NONE,100,0.096273,False,0.209075,False,True,0.076136,0.432786,0.185729,Human
NONE,100,0.0372,False,0.435581,False,True,0.146961,0.013825,0.366434,Human
P+,100,0.319782,False,0.189676,False,True,0.091256,0.276009,0.123276,Human
P+,100,0.491228,False,0.087985,True,True,0.037764,0.273843,0.10918,Human
NONE,100,0.015224,False,0.09517,False,True,0.047093,0.001783,0.840731,Human
NONE,100,0.277999,False,0.432382,False,True,0.081542,0.029929,0.178149,Human
NONE,100,0.199196,False,0.238408,False,True,0.033151,0.483962,0.045282,Human
P,92,0.035204,False,0.465391,False,True,0.370387,0.015589,0.113429,Human
N+,100,0.001993,False,0.062112,False,True,0.903996,0.006362,0.025538,Human
NONE,100,0.076887,False,0.350917,False,True,0.131255,0.003239,0.437702,Human
NONE,100,0.035605,False,0.389254,False,True,0.121021,0.004055,0.450065,Human
N,100,0.014074,False,0.106936,True,True,0.820259,0.032382,0.026349,Human
NONE,100,0.216518,False,0.164322,False,True,0.192598,0.206396,0.220166,Human
NONE,100,0.110452,False,0.463628,False,True,0.145552,0.207025,0.073343,Human
NEU,94,0.041716,False,0.484326,True,False,0.149052,0.26304,0.061866,Human
NONE,100,0.045255,False,0.213454,False,True,0.665655,0.035344,0.040293,Human
NONE,100,0.192143,False,0.146448,False,True,0.046744,0.542608,0.072056,Human
NONE,100,0.032932,False,0.423529,False,True,0.26584,0.005767,0.271932,Human
N,100,0.309705,False,0.103336,False,True,0.260082,0.022679,0.304198,Human
P,100,0.152107,False,0.399271,True,True,0.097052,0.009075,0.342495,Human
N+,100,0.044247,False,0.507042,False,True,0.263819,0.04392,0.140972,Human
N,100,0.077849,False,0.371651,False,True,0.302531,0.093981,0.153989,Human
N,100,0.14375,False,0.262611,False,True,0.455209,0.018371,0.120059,Human
P+,100,0.187456,False,0.102206,True,True,0.60433,0.070418,0.03559,Human
P,100,0.146447,False,0.121574,False,True,0.108193,0.227491,0.396295,Human
P+,100,0.578724,False,0.065948,False,True,0.030128,0.260084,0.065116,Human
NONE,100,0.267446,False,0.139619,False,True,0.129703,0.171397,0.291834,Human
NONE,100,0.492357,False,0.145932,False,True,0.052631,0.038109,0.270971,Human
P,100,0.183926,False,0.161554,True,True,0.0788,0.145741,0.429979,Human
NONE,100,0.18652,False,0.158919,False,True,0.06438,0.018266,0.571915,Human
NONE,100,0.245643,False,0.195439,False,True,0.058398,0.369487,0.131033,Human
N,100,0.221406,False,0.415252,False,True,0.071621,0.030822,0.260898,Human
P+,100,0.082507,False,0.162331,False,True,0.061632,0.62311,0.07042,Human
P,100,0.068148,False,0.376193,False,True,0.069807,0.006976,0.478877,Human
N,100,0.065775,False,0.211864,True,True,0.548957,0.029183,0.144221,Human
NONE,100,0.055661,False,0.278311,False,True,0.507895,0.03357,0.124563,Human
NONE,100,0.024499,False,0.621155,False,True,0.105521,0.004125,0.244699,Human
P,92,0.684011,False,0.118104,True,False,0.042382,0.12801,0.027493,Human
NONE,100,0.82394,False,0.031041,False,True,0.010806,0.087779,0.046434,Human
NONE,100,0.19062,False,0.318692,False,True,0.077605,0.263639,0.149444,Human
NONE,100,0.109398,False,0.365374,True,True,0.081951,0.13522,0.308058,Human
NONE,100,0.063432,False,0.54278,False,True,0.07988,0.021614,0.292295,Human
NONE,100,0.216954,False,0.105412,False,True,0.259736,0.041638,0.376259,Human
N,94,0.033287,False,0.705705,False,False,0.106236,0.012043,0.142731,Human
NONE,100,0.048389,False,0.39952,False,True,0.152892,0.008944,0.390254,Human
N,100,0.291752,False,0.264505,False,True,0.092562,0.018814,0.332367,Human
NEU,86,0.159676,False,0.392238,False,False,0.187117,0.046767,0.214203,Human
P,100,0.778778,False,0.017731,True,True,0.014403,0.118786,0.070302,Human
NONE,100,0.177863,False,0.144246,False,True,0.135038,0.313738,0.229115,Human
P,100,0.132258,False,0.607377,True,True,0.090704,0.131283,0.038378,Human
P,100,0.03994,False,0.297565,True,True,0.159142,0.22628,0.277074,Human
NONE,100,0.039907,False,0.445691,True,True,0.251495,0.210151,0.052757,Human
N,100,0.136326,False,0.329039,False,True,0.360989,0.012294,0.161352,Human
NONE,100,0.878643,False,0.014427,False,True,0.003349,0.090108,0.013475,Human
N+,100,0.325244,False,0.306023,True,True,0.099671,0.179747,0.089315,Human
P,100,0.203068,False,0.330177,False,True,0.211254,0.106792,0.148708,Human
NONE,100,0.200005,False,0.15933,False,True,0.200485,0.205523,0.234657,Human
P,100,0.17176,False,0.152534,False,True,0.12868,0.353209,0.193817,Human
N,100,0.071081,False,0.431085,False,True,0.131194,0.010772,0.355868,Human
P,86,0.499366,False,0.096938,True,False,0.037078,0.340931,0.025686,Human
NONE,100,0.341887,False,0.166117,False,True,0.074463,0.164515,0.253018,Human
N+,100,0.072555,False,0.192624,True,True,0.578873,0.042582,0.113366,Human
N,92,0.111204,False,0.145316,True,True,0.040798,0.607106,0.095577,Human
P+,100,0.870941,False,0.025959,True,True,0.013828,0.061704,0.027568,Human
P,100,0.050015,False,0.579463,True,True,0.174398,0.008701,0.187422,Human
P,100,0.057749,False,0.10417,True,True,0.040499,0.165997,0.631586,Human
N+,100,0.076611,False,0.371162,True,True,0.391016,0.089179,0.072032,Human
N+,100,0.035613,False,0.37356,True,True,0.522403,0.01953,0.048894,Human
NONE,100,0.032858,False,0.513695,False,True,0.210015,0.176841,0.066591,Human
N+,100,0.099162,False,0.424686,True,True,0.318429,0.073769,0.083954,Human
NONE,100,0.163639,False,0.170736,False,True,0.057563,0.532953,0.075109,Human
N+,100,0.120883,False,0.213651,True,True,0.480797,0.022975,0.161693,Human
NONE,100,0.076272,False,0.352092,False,True,0.265573,0.0181,0.287962,Human
P+,100,0.129053,False,0.453048,True,True,0.127231,0.062153,0.228514,Human
P,100,0.045021,False,0.402516,True,True,0.272185,0.089048,0.19123,Human
N,100,0.043322,False,0.08136,True,True,0.20645,0.609631,0.059237,Human
NONE,100,0.237684,False,0.153812,False,True,0.129667,0.220968,0.257869,Human
NONE,100,0.143863,False,0.193953,False,True,0.173576,0.247275,0.241333,Human
P,100,0.138158,False,0.376242,False,True,0.075951,0.007337,0.402312,Human
P,90,0.010444,True,0.185153,True,True,0.735908,0.01155,0.056945,Human
NONE,100,0.314755,False,0.102208,False,True,0.174052,0.179725,0.22926,Human
NEU,94,0.062338,False,0.209162,True,False,0.26128,0.061166,0.406055,Human
NONE,100,0.014439,False,0.49646,False,True,0.377039,0.002719,0.109343,Human
P,100,0.340675,False,0.099803,True,True,0.047554,0.369488,0.14248,Human
P,100,0.53016,False,0.039875,True,True,0.012632,0.338672,0.07866,Human
N,94,0.244958,False,0.349245,True,False,0.075859,0.169322,0.160617,Human
P,100,0.217757,False,0.442929,True,True,0.082001,0.165232,0.09208,Human
NONE,100,0.080229,False,0.17771,False,True,0.515245,0.050917,0.175899,Human
N,100,0.054243,False,0.421939,False,True,0.121131,0.26519,0.137497,Human
P+,100,0.688045,False,0.138334,False,True,0.057929,0.035177,0.080514,Human
NONE,100,0.109445,False,0.168008,False,True,0.268169,0.050681,0.403697,Human
NEU,94,0.081208,False,0.192158,True,False,0.242892,0.011535,0.472207,Human
NONE,100,0.08968,False,0.308543,False,True,0.354844,0.079095,0.167838,Human
N+,90,0.089831,False,0.513209,True,True,0.125378,0.033806,0.237776,Human
NONE,100,0.091195,False,0.140479,False,True,0.133905,0.341297,0.293124,Human
NONE,100,0.192946,False,0.202027,False,True,0.207905,0.15429,0.242833,Human
P,94,0.655485,False,0.075167,True,False,0.041691,0.177208,0.050449,Human
NONE,100,0.025578,False,0.379114,False,True,0.209688,0.00313,0.38249,Human
P,100,0.073417,False,0.221636,True,True,0.101435,0.133228,0.470285,Human
NONE,100,0.102332,False,0.230175,False,True,0.119386,0.2299,0.318207,Human
NEU,94,0.554482,False,0.267991,True,False,0.026897,0.073965,0.076666,Human
N,92,0.015097,False,0.329403,True,True,0.341374,0.161199,0.152926,Human
NONE,100,0.226643,False,0.148541,False,True,0.135832,0.306274,0.18271,Human
NONE,100,0.066111,False,0.289782,False,True,0.219938,0.280969,0.143199,Human
NONE,100,0.069019,False,0.484822,False,True,0.202328,0.110069,0.133762,Human
NONE,100,0.05879,False,0.29946,False,True,0.132482,0.432487,0.076782,Human
N,100,0.029654,False,0.435766,True,True,0.146879,0.006426,0.381275,Human
NONE,100,0.480662,False,0.087977,False,True,0.039367,0.221975,0.170019,Human
N,100,0.118101,False,0.212895,False,True,0.24554,0.023088,0.400375,Human
NONE,100,0.014516,False,0.352195,False,True,0.430691,0.068554,0.134044,Human
P,100,0.308832,False,0.203055,True,True,0.202568,0.146463,0.139082,Human
NONE,100,0.064237,False,0.254538,False,True,0.110266,0.521736,0.049223,Human
P,100,0.205301,False,0.442319,True,True,0.152304,0.021127,0.178949,Human
NONE,100,0.219843,False,0.155685,False,True,0.137934,0.282574,0.203965,Human
N,100,0.00959,False,0.097158,True,True,0.855537,0.022496,0.015219,Human
NONE,100,0.16408,False,0.277797,False,True,0.175728,0.211531,0.170864,Human
N+,100,0.105141,False,0.415892,False,True,0.338672,0.008331,0.131964,Human
N,100,0.023783,False,0.71175,True,True,0.220871,0.009454,0.034142,Human
P,100,0.059876,False,0.461838,True,True,0.103973,0.012365,0.361947,Human
NONE,100,0.122173,False,0.248161,False,True,0.098028,0.002783,0.528855,Human
P,92,0.006812,False,0.112485,False,True,0.820605,0.007514,0.052583,Human
N,100,0.072752,False,0.157108,False,True,0.577635,0.053699,0.138806,Human
NONE,100,0.209308,False,0.163128,False,True,0.189893,0.215974,0.221697,Human
NONE,100,0.209308,False,0.163128,False,True,0.189893,0.215974,0.221697,Human
NONE,100,0.196708,False,0.386145,True,True,0.197782,0.058445,0.160919,Human
N+,100,0.025471,False,0.422912,False,True,0.143411,0.010783,0.397422,Human
NONE,100,0.153131,False,0.134249,False,True,0.127434,0.375834,0.209352,Human
P,100,0.180424,False,0.303658,True,True,0.216957,0.066415,0.232546,Human
NONE,100,0.051455,False,0.403059,False,True,0.139598,0.009739,0.396149,Human
P,100,0.081191,False,0.270682,True,True,0.046552,0.564318,0.037257,Human
N,86,0.017226,False,0.611155,True,False,0.154671,0.175177,0.041771,Human
NONE,100,0.036274,False,0.503189,False,True,0.306411,0.042066,0.112061,Human
NONE,100,0.019716,False,0.703405,False,True,0.117725,0.013865,0.14529,Human
NONE,100,0.172698,False,0.161372,False,True,0.15315,0.28696,0.22582,Human
NONE,100,0.062963,False,0.158408,False,True,0.288976,0.071581,0.418072,Human
N+,100,0.113916,False,0.374254,True,True,0.352956,0.074998,0.083876,Human
N,94,0.092386,False,0.488039,True,False,0.097049,0.253631,0.068894,Human
P+,98,0.304015,False,0.162842,True,True,0.042781,0.039149,0.451214,Human
NEU,94,0.284582,False,0.034385,True,False,0.027192,0.527171,0.126669,Human
P,100,0.241011,False,0.019075,False,True,0.018404,0.027334,0.694175,Human
N+,100,0.102738,False,0.350406,True,True,0.293435,0.139645,0.113776,Human
N,100,0.062119,False,0.564755,False,True,0.183978,0.007087,0.182062,Human
NONE,100,0.094378,False,0.119826,False,True,0.054563,0.587742,0.143491,Human
NONE,100,0.509774,False,0.060594,False,True,0.023067,0.14649,0.260075,Human
N+,100,0.016537,False,0.547959,False,True,0.052231,0.322137,0.061136,Human
NONE,100,0.099988,False,0.093417,False,True,0.083079,0.194603,0.528912,Human
P,100,0.247468,False,0.217142,False,True,0.099794,0.070993,0.364602,Human
NONE,100,0.219728,False,0.117292,False,True,0.080456,0.324311,0.258213,Human
P,100,0.080967,False,0.515574,True,True,0.086464,0.195909,0.121085,Human
P,100,0.190079,False,0.361383,True,True,0.057601,0.063066,0.32787,Human
NONE,100,0.165297,False,0.205072,False,True,0.095656,0.240376,0.293599,Human
NONE,100,0.028552,False,0.583593,False,True,0.104715,0.004077,0.279064,Human
P,100,0.338443,False,0.187663,True,True,0.199147,0.124533,0.150214,Human
N,100,0.02187,False,0.67572,True,True,0.094526,0.006842,0.201042,Human
P,100,0.167851,False,0.236324,False,True,0.119504,0.399146,0.077175,Human
P,100,0.068357,False,0.150053,False,True,0.322553,0.036979,0.422059,Human
NONE,100,0.072527,False,0.50546,False,True,0.152966,0.166944,0.102103,Human
P,100,0.040253,False,0.614548,False,True,0.101768,0.010959,0.232473,Human
NONE,100,0.328117,False,0.084401,False,True,0.048636,0.428651,0.110194,Human
P,100,0.07288,False,0.090859,False,True,0.806586,0.005296,0.02438,Human
P,100,0.022554,False,0.347725,False,True,0.45584,0.001571,0.17231,Human
P,100,0.019459,False,0.258742,False,True,0.679775,0.004728,0.037297,Human
P+,100,0.126967,False,0.327083,True,True,0.107601,0.052214,0.386136,Human
NONE,100,0.189868,False,0.179813,False,True,0.203872,0.201786,0.224662,Human
NONE,100,0.027375,False,0.440646,False,True,0.075387,0.009742,0.44685,Human
NONE,100,0.190393,False,0.161602,False,True,0.156195,0.247894,0.243916,Human
NONE,100,0.183257,False,0.329796,False,True,0.200273,0.122555,0.16412,Human
NONE,100,0.177821,False,0.506511,False,True,0.074845,0.004893,0.23593,Human
NONE,100,0.284343,False,0.119014,False,True,0.107215,0.376903,0.112525,Human
NONE,100,0.3245,False,0.108055,False,True,0.035704,0.437008,0.094734,Human
NONE,100,0.121721,False,0.550238,False,True,0.208097,0.023451,0.096492,Human
N,100,0.379122,False,0.094038,True,True,0.282864,0.047029,0.196947,Human
N,100,0.050255,False,0.257438,False,True,0.278286,0.222975,0.191046,Human
P,100,0.029541,False,0.438364,False,True,0.172016,0.189672,0.170408,Human
NONE,100,0.094672,False,0.266063,False,True,0.247678,0.26014,0.131446,Human
NONE,100,0.083816,False,0.229872,False,True,0.028095,0.575457,0.082759,Human
N,100,0.035271,False,0.300462,True,True,0.180374,0.028395,0.455498,Human
N,100,0.014036,False,0.223212,False,True,0.301055,0.003925,0.457772,Human
N,92,0.104454,False,0.215576,False,True,0.097779,0.440025,0.142166,Human
N+,100,0.108825,False,0.536726,False,True,0.179926,0.032398,0.142124,Human
NONE,100,0.332913,False,0.211243,False,True,0.061756,0.238202,0.155886,Human
NONE,100,0.034103,False,0.214568,False,True,0.371757,0.230409,0.149163,Human
P,100,0.748919,False,0.013182,True,True,0.006177,0.197771,0.033951,Human
NONE,100,0.121585,False,0.456891,False,True,0.126324,0.159638,0.135561,Human
P,100,0.245441,False,0.205944,False,True,0.087428,0.359158,0.10203,Human
N,94,0.056314,False,0.531405,False,False,0.10924,0.012699,0.290342,Human
NONE,100,0.06512,False,0.442036,False,True,0.118829,0.009044,0.364971,Human
NONE,100,0.033102,False,0.467159,False,True,0.141552,0.003962,0.354224,Human
NONE,100,0.051471,False,0.435042,False,True,0.151424,0.007105,0.354957,Human
P,100,0.140713,False,0.216905,False,True,0.124399,0.242441,0.275543,Human
P+,100,0.185364,False,0.201856,False,True,0.126912,0.285457,0.200411,Human
P,100,0.571681,False,0.07967,False,True,0.087609,0.179934,0.081106,Human
NONE,100,0.261453,False,0.101645,False,True,0.127689,0.328254,0.180959,Human
P+,100,0.176254,False,0.429594,True,True,0.078135,0.235709,0.080308,Human
P,100,0.040809,False,0.521225,True,True,0.101578,0.014145,0.322243,Human
NONE,100,0.050882,False,0.434231,True,True,0.048968,0.402661,0.063258,Human
P+,100,0.465432,False,0.177944,False,True,0.07319,0.04356,0.239874,Human
N,94,0.042311,False,0.06095,True,False,0.037964,0.801644,0.057131,Human
NONE,100,0.166526,False,0.174144,False,True,0.168186,0.270377,0.220767,Human
NONE,100,0.20684,False,0.172071,False,True,0.184406,0.204898,0.231785,Human
NEU,94,0.050207,False,0.37431,True,False,0.385703,0.012812,0.176968,Human
NONE,100,0.018753,False,0.365697,False,True,0.218973,0.014004,0.382572,Human
P,100,0.301611,False,0.281811,True,True,0.068819,0.279331,0.068428,Human
N,100,0.188395,False,0.24059,False,True,0.210138,0.065701,0.295176,Human
N+,100,0.255238,False,0.346835,False,True,0.076346,0.154554,0.167028,Human
P,100,0.701183,False,0.018713,True,True,0.011273,0.198357,0.070474,Human
N+,100,0.036606,False,0.132421,True,True,0.222454,0.029365,0.579154,Human
N,100,0.085169,False,0.255042,True,True,0.250396,0.344281,0.065113,Human
NONE,100,0.036799,False,0.292025,False,True,0.083835,0.002873,0.584467,Human
NONE,100,0.274712,False,0.202967,False,True,0.097302,0.274012,0.151007,Human
NONE,100,0.12418,False,0.386482,False,True,0.220128,0.177529,0.091682,Human
P+,100,0.742518,False,0.016602,False,True,0.008835,0.209477,0.022568,Human
P,100,0.202182,False,0.357125,True,True,0.080516,0.008686,0.35149,Human
NONE,100,0.440876,False,0.147043,False,True,0.094189,0.141487,0.176405,Human
P,100,0.049553,False,0.30709,False,True,0.144926,0.4301,0.068331,Human
N,94,0.316554,False,0.336812,True,False,0.174017,0.028192,0.144426,Human
NONE,100,0.015651,False,0.113759,False,True,0.801081,0.002348,0.067161,Human
NONE,100,0.03521,False,0.525167,False,True,0.262175,0.003663,0.173785,Human
N,92,0.056681,False,0.518612,False,True,0.081914,0.24809,0.094703,Human
NONE,100,0.251866,False,0.102868,False,True,0.078458,0.177706,0.389102,Human
NONE,100,0.016343,False,0.627552,False,True,0.126429,0.006842,0.222834,Human
N,100,0.013119,False,0.457263,False,True,0.316248,0.0039,0.209471,Human
N,100,0.22429,False,0.219305,False,True,0.111848,0.155083,0.289475,Human
N,100,0.767016,False,0.048767,True,True,0.030003,0.102627,0.051587,Human
NONE,100,0.084338,False,0.121031,False,True,0.180433,0.293209,0.320989,Human
P,100,0.18475,False,0.446059,True,True,0.129737,0.160464,0.078989,Human
NONE,100,0.054607,False,0.523231,False,True,0.111316,0.015031,0.295815,Human
NONE,100,0.158124,False,0.174812,False,True,0.066933,0.5094,0.090731,Human
P,100,0.670728,False,0.03446,True,True,0.012496,0.208005,0.07431,Human
NONE,100,0.092493,False,0.268843,False,True,0.430754,0.061698,0.146212,Human
P+,100,0.621301,False,0.045288,False,True,0.031258,0.227547,0.074606,Human
NONE,100,0.202742,False,0.277726,False,True,0.129989,0.100532,0.289011,Human
P,100,0.075353,False,0.423363,True,True,0.114374,0.004987,0.381923,Human
N+,100,0.072866,False,0.480091,True,True,0.324955,0.055861,0.066227,Human
P,100,0.071646,False,0.564327,False,True,0.170402,0.01848,0.175146,Human
N,100,0.082567,False,0.263332,True,True,0.310207,0.223019,0.120875,Human
NONE,100,0.346779,False,0.202617,False,True,0.183987,0.07844,0.188177,Human
P,100,0.209038,False,0.163691,False,True,0.188338,0.194816,0.244117,Human
N,100,0.055911,False,0.40533,False,True,0.133597,0.18367,0.221491,Human
NONE,100,0.079681,False,0.261029,False,True,0.080392,0.531103,0.047795,Human
NONE,100,0.139871,False,0.469975,False,True,0.093108,0.06331,0.233736,Human
NONE,100,0.192877,False,0.199229,False,True,0.271202,0.108548,0.228144,Human
N+,100,0.188288,False,0.332341,True,True,0.264905,0.119367,0.095099,Human
P,100,0.717157,False,0.073151,False,True,0.039766,0.110222,0.059704,Human
N,100,0.214269,False,0.148288,False,True,0.167363,0.229065,0.241015,Human
NONE,100,0.006715,False,0.195132,True,True,0.578808,0.153545,0.0658,Human
NONE,100,0.044084,False,0.459998,False,True,0.114137,0.006793,0.374988,Human
NONE,100,0.203477,False,0.150668,False,True,0.117887,0.225914,0.302054,Human
N,100,0.019661,False,0.171001,False,True,0.732165,0.012543,0.06463,Human
N,100,0.055208,False,0.564775,False,True,0.129519,0.006239,0.244259,Human
P,100,0.205928,False,0.314606,True,True,0.104304,0.018766,0.356395,Human
P,100,0.032797,False,0.429955,False,True,0.320882,0.017282,0.199083,Human
N,100,0.038112,False,0.54615,True,True,0.135997,0.181144,0.098597,Human
NONE,100,0.203477,False,0.150668,False,True,0.117887,0.225914,0.302054,Human
NONE,100,0.052382,False,0.439261,False,True,0.100946,0.006108,0.401302,Human
NONE,100,0.076183,False,0.284082,False,True,0.102334,0.411799,0.125603,Human
NEU,94,0.209212,False,0.095449,True,False,0.064472,0.388117,0.24275,Human
P,94,0.192674,False,0.276394,True,False,0.313969,0.061935,0.155029,Human
NONE,100,0.298798,False,0.156552,False,True,0.150658,0.169932,0.22406,Human
NONE,100,0.344261,False,0.140119,False,True,0.101708,0.287328,0.126584,Human
NONE,100,0.128827,False,0.348786,False,True,0.306639,0.096118,0.119631,Human
NONE,100,0.109685,False,0.147245,False,True,0.615836,0.04082,0.086415,Human
P+,100,0.491643,False,0.039575,True,True,0.061039,0.364969,0.042774,Human
P,100,0.353347,False,0.029731,False,True,0.039461,0.034418,0.543043,Human
P,100,0.490718,False,0.152566,True,True,0.015925,0.268161,0.072631,Human
NONE,100,0.014163,False,0.581788,False,True,0.219849,0.002707,0.181494,Human
N,100,0.17107,False,0.210057,False,True,0.433999,0.063931,0.120943,Human
P,100,0.100618,False,0.057419,True,True,0.022171,0.006392,0.813399,Human
NONE,100,0.086138,False,0.532571,False,True,0.160054,0.012187,0.20905,Human
N+,100,0.045193,False,0.533875,False,True,0.07979,0.004756,0.336386,Human
NONE,100,0.081901,False,0.137893,False,True,0.032208,0.621503,0.126495,Human
P,100,0.024679,False,0.430159,False,True,0.479308,0.016089,0.049765,Human
N,91,0.050054,False,0.756846,False,False,0.076647,0.049463,0.066989,Human
N,100,0.086,False,0.272588,True,True,0.122097,0.166019,0.353296,Human
P,100,0.324588,False,0.151844,False,True,0.144709,0.183009,0.19585,Human
P+,100,0.13681,False,0.594174,True,True,0.145409,0.028849,0.094757,Human
N,100,0.002272,False,0.064858,True,True,0.912177,0.011096,0.009597,Human
NONE,100,0.30563,False,0.273206,False,True,0.148638,0.149647,0.12288,Human
P+,100,0.26686,False,0.270124,True,True,0.136162,0.19084,0.136014,Human
NONE,100,0.429845,False,0.139184,False,True,0.068326,0.188944,0.1737,Human
N+,100,0.029081,False,0.601578,True,True,0.137145,0.012072,0.220124,Human
NONE,100,0.10911,False,0.196467,False,True,0.209159,0.313294,0.17197,Human
P,100,0.069487,False,0.187376,False,True,0.135234,0.069784,0.53812,Human
NONE,100,0.073205,False,0.522073,False,True,0.096672,0.044645,0.263406,Human
P,100,0.085365,False,0.109764,True,True,0.156826,0.44355,0.204495,Human
NONE,100,0.176711,False,0.114125,False,True,0.08132,0.554508,0.073337,Human
NONE,100,0.265133,False,0.19222,False,True,0.097278,0.267485,0.177884,Human
NONE,100,0.009144,False,0.151435,False,True,0.705349,0.01527,0.118802,Human
NONE,100,0.032565,False,0.528982,False,True,0.131946,0.005232,0.301276,Human
P,100,0.421705,False,0.135698,False,True,0.025694,0.109035,0.307868,Human
NEU,94,0.111512,False,0.44828,True,False,0.076714,0.004639,0.358855,Human
P+,100,0.475642,False,0.100652,True,True,0.078138,0.226077,0.119492,Human
NONE,100,0.051875,False,0.426026,False,True,0.280142,0.018936,0.223022,Human
NONE,100,0.088825,False,0.203632,False,True,0.06266,0.541547,0.103337,Human
N,100,0.041393,False,0.68013,True,True,0.161269,0.04074,0.076468,Human
P+,100,0.037598,False,0.372202,False,True,0.130367,0.006176,0.453656,Human
NONE,100,0.044434,False,0.266185,True,True,0.26304,0.281663,0.144678,Human
N,100,0.212339,False,0.137708,False,True,0.061627,0.021176,0.567149,Human
NEU,94,0.154226,False,0.413371,True,False,0.254762,0.061108,0.116533,Human
NONE,100,0.16889,False,0.275226,False,True,0.109851,0.281421,0.164611,Human
NONE,100,0.3895,False,0.111578,False,True,0.086284,0.165943,0.246695,Human
NONE,100,0.125088,False,0.201261,False,True,0.212519,0.120733,0.340398,Human
NONE,100,0.284274,False,0.372345,False,True,0.194861,0.013083,0.135437,Human
NONE,100,0.050622,False,0.403237,False,True,0.165626,0.008877,0.371637,Human
P+,100,0.255765,False,0.298652,True,True,0.164859,0.19717,0.083554,Human
P+,98,0.110853,False,0.218567,True,True,0.437202,0.009697,0.223681,Human
N,100,0.011649,False,0.144505,True,True,0.812605,0.013545,0.017697,Human
NONE,100,0.065003,False,0.411532,False,True,0.113767,0.004676,0.405022,Human
N+,100,0.022906,False,0.540847,False,True,0.14998,0.003696,0.282571,Human
NONE,100,0.044525,False,0.122736,False,True,0.042848,0.006602,0.783288,Human
P,100,0.300877,False,0.250839,True,True,0.139721,0.238863,0.069699,Human
P,100,0.214803,False,0.313086,True,True,0.103821,0.21534,0.152949,Human
P,100,0.179142,False,0.222098,True,True,0.093703,0.00465,0.500407,Human
P+,100,0.74955,False,0.006292,True,True,0.005208,0.207368,0.031582,Human
NONE,100,0.510244,False,0.222213,False,True,0.046568,0.060008,0.160967,Human
P,100,0.492252,False,0.19519,False,True,0.086343,0.111501,0.114714,Human
NONE,100,0.626442,False,0.13653,False,True,0.034924,0.149753,0.052351,Human
NONE,100,0.256322,False,0.198533,False,True,0.201158,0.186516,0.157471,Human
N+,100,0.026548,False,0.265265,True,True,0.628797,0.048179,0.031211,Human
P+,92,0.023678,False,0.708491,True,True,0.089005,0.062607,0.116219,Human
P,100,0.165455,False,0.118949,False,True,0.066079,0.458721,0.190797,Human
NONE,100,0.218983,False,0.193445,False,True,0.088493,0.409057,0.090022,Human
NONE,100,0.17588,False,0.350956,False,True,0.104229,0.017738,0.351198,Human
NEU,94,0.1038,False,0.393156,False,False,0.377902,0.035992,0.08915,Human
P+,100,0.236329,False,0.30777,True,True,0.187875,0.132569,0.135458,Human
NONE,100,0.199446,False,0.168341,False,True,0.177027,0.212283,0.242904,Human
NONE,100,0.413977,False,0.271277,False,True,0.100583,0.075226,0.138938,Human
NONE,100,0.746031,False,0.050704,False,True,0.019418,0.098223,0.085623,Human
NONE,100,0.030419,False,0.298367,False,True,0.151788,0.003079,0.516347,Human
N,94,0.03091,False,0.265697,True,False,0.480371,0.011172,0.21185,Human
P,94,0.143392,False,0.762462,True,False,0.046842,0.009965,0.037339,Human
P,100,0.291789,False,0.309424,False,True,0.09887,0.092392,0.207526,Human
NONE,100,0.053737,False,0.398077,False,True,0.117449,0.003424,0.427313,Human
NONE,100,0.178546,False,0.1648,False,True,0.140166,0.237179,0.279309,Human
N,100,0.026045,False,0.312925,False,True,0.562732,0.011275,0.087023,Human
NONE,100,0.329369,False,0.099861,False,True,0.201566,0.134175,0.235031,Human
P,100,0.469071,False,0.063806,False,True,0.128152,0.026946,0.312025,Human
P,100,0.272108,False,0.23048,False,True,0.050996,0.359825,0.086592,Human
NONE,100,0.111739,False,0.244409,False,True,0.484338,0.02979,0.129724,Human
P+,100,0.199446,False,0.168341,False,True,0.177027,0.212283,0.242904,Human
P,100,0.027322,False,0.432269,True,True,0.21759,0.180604,0.142215,Human
NEU,86,0.074346,False,0.588468,False,False,0.247417,0.022931,0.066838,Human
