@relation 'trainwsae-weka.filters.unsupervised.attribute.Remove-R1-3,5,8-9'

@attribute sadness numeric
@attribute class {Bot,Human}
@attribute fear numeric
@attribute anger numeric
@attribute surprise numeric
@attribute joy numeric

@data
0.331604,Bot,0.140637,0.273751,0.138349,0.115659
0.15807,Bot,0.191314,0.132252,0.341179,0.177184
0.144994,Bot,0.190358,0.135366,0.315586,0.213697
0.571061,Bot,0.203155,0.147532,0.012115,0.066136
0.136551,Bot,0.280962,0.134856,0.245041,0.20259
0.295342,Bot,0.141423,0.284733,0.243089,0.035412
0.562573,Bot,0.066977,0.263793,0.091029,0.015629
0.216132,Bot,0.021085,0.745446,0.010971,0.006367
0.154217,Bot,0.195347,0.170082,0.298054,0.182301
0.217354,Bot,0.052186,0.676756,0.024586,0.029118
0.270056,Bot,0.339015,0.272941,0.020609,0.097377
0.248979,Bot,0.113896,0.155105,0.08235,0.399671
0.278179,Bot,0.23248,0.345617,0.013549,0.130176
0.388543,Bot,0.086736,0.245136,0.05441,0.225175
0.112347,Bot,0.194432,0.092411,0.042428,0.558382
0.112487,Bot,0.187142,0.132663,0.341542,0.226167
0.499601,Bot,0.205254,0.20371,0.022474,0.068961
0.152734,Bot,0.183003,0.150078,0.317292,0.196894
0.141542,Bot,0.186146,0.125297,0.332317,0.214697
0.507684,Bot,0.091811,0.095929,0.19992,0.104656
0.152571,Bot,0.407129,0.116026,0.101562,0.222712
0.339284,Bot,0.127581,0.13232,0.246722,0.154094
0.260753,Bot,0.345864,0.20971,0.011625,0.172049
0.297705,Bot,0.106466,0.313174,0.016242,0.266413
0.112487,Bot,0.187142,0.132663,0.341542,0.226167
0.170788,Bot,0.038279,0.029969,0.409315,0.351649
0.186843,Bot,0.555278,0.088918,0.122039,0.046922
0.059193,Bot,0.573386,0.096188,0.049188,0.222046
0.156933,Bot,0.119936,0.071986,0.372379,0.278766
0.172578,Bot,0.21227,0.179846,0.210017,0.22529
0.154307,Bot,0.150105,0.637696,0.018045,0.039847
0.645338,Bot,0.08717,0.214949,0.014246,0.038297
0.181629,Bot,0.066316,0.021311,0.115897,0.614847
0.158045,Bot,0.636308,0.076799,0.048672,0.080175
0.284672,Bot,0.107118,0.056999,0.030861,0.520351
0.183619,Bot,0.061002,0.397307,0.108566,0.249506
0.190125,Bot,0.159672,0.105416,0.1401,0.404687
0.20498,Bot,0.431962,0.117874,0.130025,0.11516
0.142715,Bot,0.196491,0.13027,0.32609,0.204434
0.631969,Bot,0.074417,0.173944,0.045861,0.073809
0.142534,Bot,0.147435,0.074875,0.174334,0.460822
0.16852,Bot,0.100119,0.675959,0.030794,0.024607
0.494065,Bot,0.093603,0.076083,0.291942,0.044307
0.231921,Bot,0.194368,0.070458,0.154633,0.34862
0.174079,Bot,0.155429,0.180779,0.161135,0.328578
0.392561,Bot,0.10638,0.396652,0.022853,0.081554
0.393966,Bot,0.270052,0.180705,0.084272,0.071005
0.3508,Bot,0.099138,0.466178,0.020932,0.062952
0.306002,Bot,0.377949,0.165598,0.058072,0.092379
0.106761,Bot,0.428081,0.346472,0.008846,0.109839
0.360926,Bot,0.14974,0.209213,0.202462,0.077658
0.530419,Bot,0.24302,0.085408,0.003717,0.137436
0.329743,Bot,0.172915,0.216357,0.125698,0.155287
0.072329,Bot,0.302127,0.148181,0.434621,0.042741
0.14647,Bot,0.0656,0.037568,0.115563,0.634799
0.264937,Bot,0.158288,0.370488,0.10573,0.100556
0.112487,Bot,0.187142,0.132663,0.341542,0.226167
0.129274,Bot,0.168438,0.103656,0.279032,0.3196
0.155432,Bot,0.09782,0.034586,0.542456,0.169706
0.13334,Bot,0.170611,0.067543,0.178829,0.449676
0.437829,Bot,0.11607,0.192714,0.074855,0.178532
0.461048,Bot,0.421196,0.06086,0.003505,0.05339
0.532025,Bot,0.065345,0.073958,0.094538,0.234134
0.289333,Bot,0.071791,0.050332,0.554993,0.033551
0.505854,Bot,0.239949,0.055606,0.09633,0.102261
0.174877,Bot,0.520883,0.084126,0.013549,0.206564
0.055348,Bot,0.78186,0.042157,0.036223,0.084412
0.298313,Bot,0.269066,0.301927,0.047615,0.08308
0.105579,Bot,0.104934,0.240478,0.032878,0.516131
0.066182,Bot,0.112909,0.031536,0.31105,0.478323
0.31076,Bot,0.077172,0.54549,0.025339,0.041239
0.115904,Bot,0.246811,0.082184,0.396352,0.158749
0.156298,Bot,0.218322,0.148933,0.28656,0.189887
0.666967,Bot,0.0818,0.144357,0.03473,0.072146
0.159341,Bot,0.230772,0.150135,0.278866,0.180885
0.429083,Bot,0.101078,0.079424,0.24423,0.146185
0.240398,Bot,0.271954,0.414984,0.029071,0.043593
0.044518,Bot,0.064415,0.020415,0.158054,0.712599
0.128102,Bot,0.079625,0.03997,0.616512,0.135791
0.317825,Bot,0.282083,0.165497,0.014197,0.220399
0.154217,Bot,0.195347,0.170082,0.298054,0.182301
0.267166,Bot,0.161952,0.158443,0.253161,0.159278
0.179594,Bot,0.058141,0.227262,0.224378,0.310625
0.158173,Bot,0.032421,0.042359,0.578548,0.188498
0.336442,Bot,0.489534,0.147863,0.007131,0.019029
0.03676,Bot,0.058952,0.031207,0.081771,0.79131
0.301564,Bot,0.15012,0.110912,0.399165,0.038239
0.284459,Bot,0.176719,0.369672,0.087438,0.081713
0.229607,Bot,0.059498,0.406233,0.029969,0.274693
0.13857,Bot,0.185173,0.124762,0.277279,0.274217
0.350917,Bot,0.085251,0.315174,0.142203,0.106454
0.213118,Bot,0.285617,0.0939,0.141098,0.266266
0.210824,Bot,0.051983,0.181996,0.282414,0.272783
0.155612,Bot,0.122658,0.064008,0.046562,0.61116
0.103986,Bot,0.151051,0.271062,0.118553,0.355348
0.136643,Bot,0.074566,0.084384,0.325077,0.379331
0.034976,Bot,0.025034,0.023148,0.86497,0.051873
0.352701,Bot,0.221137,0.296129,0.018815,0.111218
0.125331,Bot,0.1466,0.056099,0.051789,0.620181
0.492983,Bot,0.25891,0.096864,0.020383,0.13086
0.095843,Bot,0.691393,0.141466,0.064593,0.006704
0.562548,Bot,0.217352,0.132752,0.00916,0.078188
0.433179,Bot,0.199651,0.152075,0.030514,0.184581
0.080696,Bot,0.192986,0.04333,0.133065,0.549923
0.369314,Bot,0.188927,0.089672,0.050139,0.301948
0.410623,Bot,0.04071,0.321549,0.024334,0.202784
0.171598,Bot,0.023057,0.770366,0.00903,0.025949
0.224165,Bot,0.130964,0.329904,0.125382,0.189585
0.18519,Bot,0.596868,0.046284,0.14895,0.022708
0.150095,Bot,0.219536,0.148592,0.280323,0.201453
0.060105,Bot,0.079227,0.050024,0.465555,0.345088
0.407408,Bot,0.062152,0.085123,0.210759,0.234558
0.13857,Bot,0.185173,0.124762,0.277279,0.274217
0.144825,Bot,0.134871,0.569853,0.086288,0.064163
0.149707,Bot,0.225238,0.040353,0.062065,0.522636
0.125357,Bot,0.157193,0.111466,0.396234,0.209751
0.092896,Bot,0.011549,0.025527,0.836716,0.033312
0.092161,Bot,0.152475,0.059284,0.365615,0.330465
0.050394,Bot,0.851786,0.030553,0.007577,0.059689
0.565354,Bot,0.185203,0.113526,0.033721,0.102195
0.157171,Bot,0.050782,0.731521,0.049525,0.011001
0.209129,Bot,0.477782,0.208463,0.006857,0.097767
0.292216,Bot,0.267256,0.108354,0.26373,0.068444
0.395673,Bot,0.099446,0.426951,0.054521,0.023409
0.550505,Bot,0.073419,0.234928,0.016448,0.124701
0.341714,Bot,0.07565,0.196617,0.3306,0.05542
0.183801,Bot,0.012126,0.761139,0.017845,0.025089
0.39172,Bot,0.126408,0.299358,0.022848,0.159665
0.700366,Bot,0.2059,0.063737,0.018134,0.011862
0.187808,Bot,0.030741,0.31769,0.435947,0.027814
0.302648,Bot,0.25077,0.225643,0.032456,0.188482
0.112487,Bot,0.187142,0.132663,0.341542,0.226167
0.11953,Bot,0.068351,0.728972,0.006447,0.076699
0.19433,Bot,0.18094,0.231551,0.339222,0.053957
0.346014,Bot,0.077996,0.141824,0.32419,0.109976
0.196425,Bot,0.121413,0.050855,0.607898,0.023409
0.155995,Bot,0.177267,0.116073,0.362454,0.188211
0.211916,Bot,0.150117,0.077603,0.233419,0.326945
0.358367,Bot,0.20823,0.198728,0.182577,0.052098
0.145602,Bot,0.218538,0.134742,0.29286,0.208259
0.139654,Bot,0.134267,0.119146,0.463782,0.143152
0.504996,Bot,0.035971,0.368811,0.034183,0.056038
0.084684,Bot,0.048736,0.0241,0.564997,0.277483
0.01606,Bot,0.069869,0.004622,0.838617,0.070832
0.171543,Bot,0.029634,0.768088,0.015756,0.014979
0.372016,Bot,0.116185,0.43342,0.027826,0.050553
0.516795,Bot,0.230843,0.150773,0.01233,0.089259
0.399448,Bot,0.048268,0.222827,0.147474,0.181983
0.250728,Bot,0.300801,0.073388,0.309975,0.065108
0.114592,Bot,0.058384,0.781328,0.009793,0.035903
0.142731,Bot,0.199044,0.414509,0.195941,0.047776
0.155995,Bot,0.177267,0.116073,0.362454,0.188211
0.424329,Bot,0.081328,0.12224,0.324209,0.047894
0.292067,Bot,0.48197,0.051799,0.018343,0.155821
0.560675,Bot,0.055699,0.237376,0.073478,0.072773
0.553138,Bot,0.053082,0.331267,0.020363,0.042151
0.357522,Bot,0.064417,0.176972,0.094133,0.306956
0.197974,Bot,0.214696,0.504862,0.037844,0.044624
0.339054,Bot,0.4069,0.115333,0.105579,0.033134
0.136187,Bot,0.194916,0.123539,0.343078,0.20228
0.15582,Bot,0.103964,0.075866,0.103987,0.560363
0.114846,Bot,0.091098,0.046682,0.444306,0.303068
0.211949,Bot,0.265154,0.245188,0.119806,0.157903
0.18038,Bot,0.406284,0.031481,0.25352,0.128335
0.376528,Bot,0.152467,0.24361,0.115234,0.112161
0.106991,Bot,0.101741,0.141007,0.347914,0.302346
0.022068,Bot,0.03439,0.013882,0.515393,0.414268
0.0681,Bot,0.061724,0.033336,0.492659,0.34418
0.124532,Bot,0.261485,0.222225,0.20038,0.191378
0.139,Bot,0.095169,0.71493,0.007514,0.043388
0.067511,Bot,0.625056,0.092944,0.157004,0.057485
0.155995,Bot,0.177267,0.116073,0.362454,0.188211
0.189208,Bot,0.058657,0.231623,0.471783,0.048729
0.220618,Bot,0.085789,0.675938,0.011495,0.00616
0.353822,Bot,0.426728,0.106899,0.060497,0.052053
0.372016,Bot,0.116185,0.43342,0.027826,0.050553
0.790101,Bot,0.126324,0.059318,0.017508,0.006749
0.174079,Bot,0.155429,0.180779,0.161135,0.328578
0.103257,Bot,0.353335,0.144662,0.180831,0.217915
0.223672,Bot,0.136618,0.06815,0.278086,0.293473
0.183485,Bot,0.300665,0.378371,0.07346,0.064019
0.155995,Bot,0.177267,0.116073,0.362454,0.188211
0.256048,Bot,0.033166,0.059705,0.622824,0.028257
0.03437,Bot,0.035383,0.018708,0.229497,0.682043
0.228202,Bot,0.134163,0.428739,0.011946,0.19695
0.097043,Bot,0.12266,0.207884,0.27582,0.296593
0.433796,Bot,0.058469,0.464303,0.023417,0.020015
0.473385,Bot,0.139589,0.131215,0.016096,0.239716
0.344866,Bot,0.223875,0.33119,0.078234,0.021835
0.114891,Bot,0.22477,0.092734,0.280497,0.287108
0.142715,Bot,0.196491,0.13027,0.32609,0.204434
0.143917,Bot,0.27325,0.138218,0.266216,0.178399
0.141542,Bot,0.186146,0.125297,0.332317,0.214697
0.092632,Bot,0.02776,0.057084,0.049203,0.773319
0.407852,Bot,0.040073,0.151505,0.34659,0.053979
0.407408,Bot,0.062152,0.085123,0.210759,0.234558
0.166935,Bot,0.294334,0.147351,0.210218,0.181162
0.204728,Bot,0.266222,0.196065,0.204617,0.128368
0.239787,Bot,0.242223,0.29254,0.027767,0.197683
0.314951,Bot,0.220458,0.310784,0.091769,0.062038
0.146752,Bot,0.31099,0.328585,0.139741,0.073932
0.47716,Bot,0.061142,0.301891,0.123141,0.036666
0.313507,Bot,0.40952,0.187748,0.068174,0.021051
0.178683,Bot,0.190881,0.207637,0.23675,0.186048
0.37737,Bot,0.128104,0.239391,0.141475,0.11366
0.131731,Bot,0.435461,0.106978,0.282753,0.043077
0.129086,Bot,0.063361,0.05368,0.569685,0.184188
0.166751,Bot,0.116432,0.585301,0.108423,0.023092
0.10859,Bot,0.487356,0.076972,0.118594,0.208488
0.093467,Bot,0.059459,0.122543,0.357699,0.366832
0.300205,Bot,0.198319,0.168705,0.034673,0.298099
0.554333,Bot,0.060316,0.175088,0.094059,0.116204
0.191856,Bot,0.151054,0.080105,0.203216,0.373769
0.177135,Bot,0.048926,0.049479,0.478028,0.246432
0.143476,Bot,0.126058,0.091781,0.250437,0.388248
0.343029,Bot,0.324043,0.135589,0.057985,0.139354
0.415808,Bot,0.054119,0.084639,0.162997,0.282437
0.378228,Bot,0.087444,0.434321,0.071892,0.028115
0.158257,Bot,0.2039,0.201651,0.208579,0.227613
0.143543,Bot,0.069122,0.302032,0.190746,0.294557
0.199957,Bot,0.270315,0.205728,0.049936,0.274064
0.262917,Bot,0.045855,0.275435,0.328926,0.086867
0.257961,Bot,0.188741,0.21304,0.116908,0.22335
0.133323,Bot,0.502537,0.148518,0.161868,0.053754
0.323381,Bot,0.029157,0.095523,0.344726,0.207213
0.1648,Bot,0.279309,0.140166,0.237179,0.178546
0.475029,Bot,0.034617,0.056337,0.273409,0.160608
0.706817,Bot,0.093775,0.12055,0.05763,0.021229
0.768693,Bot,0.061426,0.076373,0.030861,0.062646
0.315766,Bot,0.300215,0.234677,0.071326,0.078016
0.352311,Bot,0.055517,0.478328,0.071311,0.042533
0.606701,Bot,0.142721,0.17613,0.046526,0.027922
0.425767,Bot,0.440456,0.102326,0.002845,0.028606
0.650624,Bot,0.194482,0.121053,0.008802,0.02504
0.376528,Bot,0.152467,0.24361,0.115234,0.112161
0.435615,Bot,0.352449,0.034177,0.096387,0.081372
0.362824,Bot,0.079654,0.290398,0.133186,0.133938
0.08402,Bot,0.563781,0.135871,0.137548,0.07878
0.217523,Bot,0.399146,0.235134,0.034722,0.113475
0.383827,Bot,0.174231,0.403188,0.005688,0.033066
0.370218,Bot,0.102152,0.315678,0.052167,0.159784
0.00441,Bot,0.27223,0.002681,0.011506,0.709173
0.165499,Bot,0.071769,0.312928,0.266886,0.182918
0.376528,Bot,0.152467,0.24361,0.115234,0.112161
0.164815,Bot,0.242999,0.186428,0.212926,0.192833
0.237233,Bot,0.094453,0.148939,0.179658,0.339717
0.149269,Bot,0.163435,0.12606,0.405535,0.155701
0.163035,Bot,0.154646,0.074981,0.265323,0.342014
0.308586,Bot,0.400096,0.129555,0.08334,0.078423
0.230991,Bot,0.27592,0.189151,0.122841,0.181097
0.13857,Bot,0.185173,0.124762,0.277279,0.274217
0.376528,Bot,0.152467,0.24361,0.115234,0.112161
0.164956,Bot,0.21716,0.142407,0.282531,0.192946
0.257513,Bot,0.155938,0.241642,0.098596,0.246311
0.18235,Bot,0.455557,0.092648,0.220688,0.048755
0.173131,Bot,0.254222,0.088547,0.423645,0.060455
0.500492,Bot,0.098222,0.086649,0.152709,0.16193
0.177449,Bot,0.506796,0.228495,0.010928,0.076332
0.148704,Bot,0.524126,0.202908,0.043564,0.080698
0.202207,Bot,0.064402,0.132703,0.450426,0.150262
0.157806,Bot,0.473547,0.066845,0.003336,0.298465
0.394402,Bot,0.279744,0.093619,0.078382,0.153852
0.226721,Bot,0.122898,0.10341,0.145344,0.401626
0.220602,Bot,0.350505,0.104792,0.226018,0.098083
0.536131,Bot,0.268428,0.10904,0.053657,0.032745
0.144385,Bot,0.109534,0.032941,0.274719,0.438421
0.111016,Bot,0.151501,0.099362,0.372321,0.2658
0.154217,Bot,0.195347,0.170082,0.298054,0.182301
0.156773,Bot,0.078031,0.143626,0.146466,0.475104
0.304855,Bot,0.316374,0.248288,0.103754,0.026729
0.391168,Bot,0.188612,0.116859,0.089209,0.214152
0.075263,Bot,0.093945,0.056723,0.088635,0.685434
0.12553,Bot,0.166845,0.118606,0.37933,0.209689
0.111074,Bot,0.119179,0.096515,0.444308,0.228925
0.342268,Bot,0.302645,0.223318,0.081654,0.050115
0.144006,Bot,0.152595,0.171302,0.322785,0.209312
0.140309,Bot,0.194162,0.131099,0.353909,0.180521
0.179009,Bot,0.567946,0.072605,0.121921,0.058519
0.141073,Bot,0.245786,0.173815,0.383248,0.056079
0.112487,Bot,0.187142,0.132663,0.341542,0.226167
0.091739,Bot,0.007192,0.015221,0.841573,0.044274
0.336531,Bot,0.234109,0.213767,0.065245,0.150349
0.12223,Bot,0.262914,0.113413,0.045951,0.455493
0.110424,Bot,0.44415,0.103863,0.09275,0.248812
0.501122,Bot,0.331032,0.124007,0.008143,0.035696
0.01879,Bot,0.066727,0.008661,0.319485,0.586337
0.174079,Bot,0.155429,0.180779,0.161135,0.328578
0.276948,Bot,0.198228,0.264358,0.065141,0.195325
0.376528,Bot,0.152467,0.24361,0.115234,0.112161
0.516248,Bot,0.245658,0.182904,0.024451,0.03074
0.648011,Bot,0.053503,0.153571,0.063261,0.081653
0.204925,Bot,0.188728,0.151527,0.227013,0.227807
0.136551,Bot,0.280962,0.134856,0.245041,0.20259
0.275896,Bot,0.104709,0.544847,0.033688,0.04086
0.370943,Bot,0.109436,0.092376,0.26085,0.166396
0.146333,Bot,0.172679,0.100192,0.523712,0.057084
0.512701,Bot,0.168947,0.138985,0.135847,0.043521
0.159624,Bot,0.051712,0.106094,0.056016,0.626554
0.39952,Bot,0.390254,0.152892,0.008944,0.048389
0.028894,Bot,0.111349,0.051924,0.513123,0.29471
0.26988,Bot,0.074198,0.057529,0.108331,0.490063
0.331536,Bot,0.229027,0.262908,0.052482,0.124047
0.255325,Bot,0.210178,0.43114,0.064355,0.039002
0.216569,Bot,0.623691,0.061712,0.007002,0.091026
0.435543,Bot,0.090458,0.187973,0.19672,0.089306
0.111016,Bot,0.151501,0.099362,0.372321,0.2658
0.253145,Bot,0.043845,0.070472,0.496672,0.135867
0.543511,Bot,0.26035,0.089955,0.047864,0.058321
0.269565,Bot,0.140398,0.346504,0.051003,0.192529
0.281988,Bot,0.082704,0.59464,0.014186,0.026481
0.219647,Bot,0.209401,0.466487,0.023388,0.081077
0.341301,Bot,0.095147,0.367688,0.044775,0.151089
0.865341,Bot,0.018071,0.093285,0.010686,0.012617
0.63194,Bot,0.052668,0.294943,0.008329,0.01212
0.31976,Bot,0.173417,0.273698,0.019843,0.213282
0.220306,Bot,0.144812,0.527528,0.067086,0.040268
0.146972,Bot,0.244203,0.223911,0.088029,0.296885
0.191679,Bot,0.197323,0.268472,0.15559,0.186936
0.178813,Bot,0.199617,0.125068,0.271488,0.225014
0.168076,Bot,0.671268,0.107238,0.04063,0.012788
0.254574,Bot,0.131721,0.252981,0.22624,0.134484
0.267506,Bot,0.165693,0.051764,0.260936,0.2541
0.865282,Bot,0.027361,0.059404,0.027146,0.020808
0.42482,Bot,0.121994,0.306649,0.080689,0.065847
0.173665,Bot,0.202444,0.119094,0.359946,0.144851
0.28596,Bot,0.087636,0.34005,0.110679,0.175675
0.198812,Bot,0.212799,0.201068,0.204781,0.182541
0.163424,Bot,0.087954,0.620334,0.051189,0.077099
0.167137,Bot,0.211568,0.142801,0.011389,0.467106
0.336531,Bot,0.234109,0.213767,0.065245,0.150349
0.610827,Bot,0.038545,0.262066,0.051385,0.037177
0.141478,Bot,0.35885,0.184577,0.162309,0.152786
0.60884,Bot,0.177557,0.181112,0.005289,0.027202
0.290754,Bot,0.052731,0.497572,0.129428,0.029514
0.111016,Bot,0.151501,0.099362,0.372321,0.2658
0.198148,Bot,0.15713,0.075436,0.311296,0.25799
0.043961,Bot,0.057101,0.018362,0.231781,0.648796
0.111074,Bot,0.119179,0.096515,0.444308,0.228925
0.376528,Bot,0.152467,0.24361,0.115234,0.112161
0.202295,Bot,0.638317,0.069277,0.016907,0.073205
0.148327,Bot,0.418104,0.043301,0.185987,0.204282
0.163039,Bot,0.173406,0.15296,0.124433,0.386162
0.376528,Bot,0.152467,0.24361,0.115234,0.112161
0.12494,Bot,0.59913,0.100198,0.058559,0.117173
0.141542,Bot,0.186146,0.125297,0.332317,0.214697
0.413919,Bot,0.145481,0.189735,0.110757,0.140108
0.372462,Bot,0.062556,0.306778,0.211596,0.046608
0.112487,Bot,0.187142,0.132663,0.341542,0.226167
0.236901,Bot,0.077225,0.586075,0.013208,0.08659
0.3641,Bot,0.129618,0.131193,0.28803,0.087059
0.27947,Bot,0.213915,0.262863,0.147217,0.096536
0.315028,Bot,0.116025,0.400578,0.070391,0.097978
0.666497,Bot,0.079412,0.123685,0.028783,0.101623
0.443094,Bot,0.138046,0.346731,0.032005,0.040124
0.305984,Bot,0.071838,0.28082,0.135839,0.205519
0.259655,Bot,0.21788,0.305028,0.136517,0.08092
0.707664,Bot,0.070308,0.05566,0.087805,0.078563
0.129094,Bot,0.265628,0.119766,0.328681,0.156832
0.31186,Bot,0.13162,0.408191,0.033472,0.114858
0.342645,Bot,0.40475,0.188408,0.017375,0.046822
0.221913,Bot,0.301605,0.221197,0.18498,0.070305
0.323471,Bot,0.052894,0.084407,0.322285,0.216943
0.531976,Bot,0.060041,0.249111,0.10873,0.050142
0.139311,Bot,0.180002,0.099513,0.381282,0.199891
0.214738,Bot,0.074733,0.120097,0.313351,0.277081
0.512476,Bot,0.073292,0.084194,0.106699,0.223338
0.240268,Bot,0.172802,0.38265,0.154172,0.050108
0.237119,Bot,0.147153,0.462534,0.09283,0.060365
0.316863,Bot,0.132012,0.399584,0.044974,0.106568
0.336284,Bot,0.209641,0.044439,0.152322,0.257314
0.159996,Bot,0.089351,0.050956,0.545948,0.15375
0.297433,Bot,0.100074,0.398077,0.056938,0.147478
0.173389,Bot,0.200446,0.181361,0.233353,0.21145
0.174051,Bot,0.399112,0.309442,0.051593,0.065802
0.164956,Bot,0.21716,0.142407,0.282531,0.192946
0.265478,Bot,0.18906,0.067515,0.045581,0.432366
0.114725,Bot,0.026412,0.832853,0.018663,0.007347
0.417557,Bot,0.086876,0.14935,0.254598,0.091619
0.244261,Bot,0.184376,0.544792,0.01422,0.012351
0.133323,Bot,0.502537,0.148518,0.161868,0.053754
0.241739,Bot,0.59659,0.083586,0.046692,0.031394
0.19383,Bot,0.296953,0.054842,0.165756,0.288619
0.356757,Bot,0.07709,0.214534,0.334932,0.016686
0.32775,Bot,0.124446,0.121674,0.2783,0.147829
0.12553,Bot,0.166845,0.118606,0.37933,0.209689
0.236744,Bot,0.155899,0.058894,0.388736,0.159727
0.19575,Bot,0.153844,0.09755,0.105084,0.447771
0.372675,Bot,0.297653,0.136499,0.038397,0.154776
0.089951,Bot,0.570796,0.170843,0.072282,0.096127
0.071715,Bot,0.196759,0.045992,0.18289,0.502644
0.052258,Bot,0.113759,0.054874,0.324519,0.45459
0.049017,Bot,0.81746,0.02554,0.027361,0.080622
0.144006,Bot,0.152595,0.171302,0.322785,0.209312
0.1648,Bot,0.279309,0.140166,0.237179,0.178546
0.46572,Bot,0.097394,0.393241,0.013348,0.030297
0.200155,Bot,0.083341,0.051667,0.223578,0.441259
0.260729,Bot,0.364589,0.21572,0.037847,0.121115
0.574647,Bot,0.117104,0.261731,0.011706,0.034812
0.598691,Bot,0.097187,0.066997,0.11379,0.123335
0.250258,Bot,0.132899,0.052841,0.406382,0.157619
0.146684,Bot,0.205168,0.093693,0.226898,0.327558
0.306883,Bot,0.184721,0.181533,0.209822,0.117041
0.155995,Bot,0.177267,0.116073,0.362454,0.188211
0.130958,Bot,0.185191,0.096663,0.323986,0.263203
0.158257,Bot,0.2039,0.201651,0.208579,0.227613
0.181053,Bot,0.217844,0.383294,0.105496,0.112314
0.282354,Bot,0.100437,0.384306,0.118736,0.114167
0.368157,Bot,0.121115,0.120042,0.334549,0.056137
0.28902,Bot,0.087127,0.119404,0.268668,0.235781
0.366948,Bot,0.162311,0.424073,0.010248,0.036419
0.496849,Bot,0.295671,0.111696,0.009132,0.086651
0.39725,Bot,0.185646,0.081057,0.1096,0.226447
0.400129,Bot,0.15745,0.284425,0.06726,0.090737
0.481215,Bot,0.203706,0.217796,0.085637,0.011647
0.149269,Bot,0.163435,0.12606,0.405535,0.155701
0.397337,Bot,0.097903,0.362769,0.012742,0.12925
0.336531,Bot,0.234109,0.213767,0.065245,0.150349
0.159457,Bot,0.427164,0.306584,0.055523,0.051272
0.072048,Bot,0.044,0.040512,0.757722,0.085719
0.487464,Bot,0.303857,0.081671,0.01789,0.109118
0.431604,Bot,0.12229,0.176408,0.088668,0.181031
0.222239,Bot,0.120758,0.271835,0.077663,0.307506
0.229042,Bot,0.626254,0.062365,0.015535,0.066803
0.116218,Bot,0.434543,0.148337,0.231964,0.068939
0.145602,Bot,0.218538,0.134742,0.29286,0.208259
0.203879,Bot,0.07739,0.604533,0.020496,0.093703
0.306002,Bot,0.377949,0.165598,0.058072,0.092379
0.423276,Bot,0.110777,0.179104,0.225999,0.060844
0.222509,Bot,0.121494,0.25955,0.205195,0.191252
0.348091,Bot,0.067431,0.510537,0.017861,0.056079
0.277139,Bot,0.199638,0.161909,0.033897,0.327417
0.210951,Bot,0.190772,0.202689,0.258136,0.137452
0.301401,Bot,0.174504,0.258073,0.023075,0.242948
0.174079,Bot,0.155429,0.180779,0.161135,0.328578
0.255764,Bot,0.170081,0.133817,0.042741,0.397596
0.421713,Bot,0.085849,0.109462,0.266395,0.116582
0.154863,Bot,0.168797,0.105178,0.239956,0.331206
0.332223,Bot,0.08499,0.051652,0.09333,0.437805
0.193385,Bot,0.104302,0.265268,0.256694,0.180351
0.491655,Bot,0.066391,0.179947,0.113325,0.148682
0.245686,Bot,0.081668,0.107507,0.180635,0.384504
0.470449,Bot,0.078621,0.4273,0.008662,0.014968
0.334915,Bot,0.116481,0.268854,0.065122,0.214628
0.482953,Bot,0.087317,0.336277,0.028395,0.065058
0.218441,Bot,0.133994,0.253673,0.250421,0.143471
0.121563,Bot,0.03787,0.82386,0.011454,0.005253
0.584575,Bot,0.093625,0.047781,0.049585,0.224434
0.312149,Bot,0.136625,0.194303,0.106753,0.25017
0.487172,Bot,0.165128,0.140872,0.158949,0.047879
0.612272,Bot,0.140347,0.152227,0.012182,0.082972
0.525754,Bot,0.088769,0.055834,0.208012,0.121631
0.4488,Bot,0.205357,0.18565,0.023362,0.136831
0.447743,Bot,0.296494,0.179067,0.007341,0.069355
0.336531,Bot,0.234109,0.213767,0.065245,0.150349
0.173922,Bot,0.662578,0.109562,0.013615,0.040323
0.364105,Bot,0.391491,0.178552,0.038253,0.0276
0.08583,Bot,0.441503,0.064827,0.07044,0.3374
0.059248,Bot,0.482326,0.383715,0.046366,0.028346
0.221161,Bot,0.197163,0.194261,0.035074,0.352342
0.218031,Bot,0.324618,0.29466,0.047646,0.115045
0.100465,Bot,0.221846,0.294575,0.261589,0.121526
0.094692,Bot,0.704866,0.075,0.029215,0.096228
0.42133,Bot,0.06338,0.178993,0.063973,0.272322
0.376528,Bot,0.152467,0.24361,0.115234,0.112161
0.121886,Bot,0.073046,0.049618,0.029137,0.726312
0.049344,Bot,0.049466,0.045311,0.549459,0.306419
0.064532,Bot,0.061333,0.037838,0.35584,0.480456
0.113406,Bot,0.244339,0.187165,0.161061,0.294028
0.378081,Bot,0.15284,0.392338,0.032738,0.044003
0.146571,Bot,0.256284,0.507928,0.076296,0.012921
0.260452,Bot,0.235294,0.101033,0.125556,0.277664
0.088033,Bot,0.631221,0.055283,0.196839,0.028624
0.240105,Bot,0.178101,0.45424,0.041003,0.086551
0.245004,Bot,0.388436,0.23276,0.049961,0.08384
0.327728,Bot,0.184593,0.263349,0.062853,0.161478
0.542563,Bot,0.09218,0.248773,0.022439,0.094045
0.083666,Bot,0.007341,0.903191,0.002712,0.00309
0.143697,Bot,0.48302,0.137632,0.079494,0.156157
0.15868,Bot,0.017394,0.802403,0.015036,0.006486
