@relation 'trainwseap-weka.filters.unsupervised.attribute.Remove-R1-2,4,6,9,11'

@attribute joy numeric
@attribute extraversion numeric
@attribute sadness numeric
@attribute agreeableness numeric
@attribute conscientiousness numeric
@attribute anger numeric
@attribute surprise numeric
@attribute fear numeric
@attribute openness numeric
@attribute class {Bot,Human}

@data
0.021835,0.513044,0.344866,0.526362,0.494201,0.33119,0.078234,0.223875,0.513781,Bot
0.287108,0.711197,0.114891,0.54026,0.303078,0.092734,0.280497,0.22477,0.609173,Bot
0.204434,0.615494,0.142715,0.486626,0.441482,0.13027,0.32609,0.196491,0.500928,Bot
0.178399,0.619022,0.143917,0.492659,0.498284,0.138218,0.266216,0.27325,0.406377,Bot
0.214697,0.47711,0.141542,0.435012,0.440678,0.125297,0.332317,0.186146,0.551646,Bot
0.773319,0.516695,0.092632,0.615108,0.483684,0.057084,0.049203,0.02776,0.456737,Bot
0.053979,0.521577,0.407852,0.586945,0.484369,0.151505,0.34659,0.040073,0.483493,Bot
0.234558,0.485309,0.407408,0.527841,0.492019,0.085123,0.210759,0.062152,0.453102,Bot
0.181162,0.648637,0.166935,0.491497,0.531371,0.147351,0.210218,0.294334,0.512806,Bot
0.128368,0.53195,0.204728,0.492905,0.459547,0.196065,0.204617,0.266222,0.442089,Bot
0.197683,0.508102,0.239787,0.45162,0.485656,0.29254,0.027767,0.242223,0.489156,Bot
0.062038,0.564,0.314951,0.434421,0.504373,0.310784,0.091769,0.220458,0.485735,Bot
0.073932,0.546115,0.146752,0.569399,0.462142,0.328585,0.139741,0.31099,0.489155,Bot
0.036666,0.54497,0.47716,0.543296,0.520338,0.301891,0.123141,0.061142,0.396882,Bot
0.021051,0.473639,0.313507,0.521575,0.478116,0.187748,0.068174,0.40952,0.514388,Bot
0.186048,0.523902,0.178683,0.403564,0.475087,0.207637,0.23675,0.190881,0.388234,Bot
0.11366,0.483036,0.37737,0.402037,0.51368,0.239391,0.141475,0.128104,0.412885,Bot
0.043077,0.621366,0.131731,0.651186,0.434692,0.106978,0.282753,0.435461,0.44385,Bot
0.184188,0.406351,0.129086,0.42338,0.511767,0.05368,0.569685,0.063361,0.484554,Bot
0.023092,0.543818,0.166751,0.527023,0.498715,0.585301,0.108423,0.116432,0.467165,Bot
0.208488,0.584148,0.10859,0.607075,0.380204,0.076972,0.118594,0.487356,0.642317,Bot
0.366832,0.651563,0.093467,0.71502,0.422976,0.122543,0.357699,0.059459,0.458626,Bot
0.298099,0.535464,0.300205,0.536588,0.470208,0.168705,0.034673,0.198319,0.665435,Bot
0.116204,0.51571,0.554333,0.494897,0.44765,0.175088,0.094059,0.060316,0.492287,Bot
0.373769,0.563295,0.191856,0.567082,0.467219,0.080105,0.203216,0.151054,0.581758,Bot
0.246432,0.523498,0.177135,0.571766,0.50364,0.049479,0.478028,0.048926,0.43814,Bot
0.388248,0.727243,0.143476,0.603734,0.440956,0.091781,0.250437,0.126058,0.453783,Bot
0.139354,0.553626,0.343029,0.52086,0.475022,0.135589,0.057985,0.324043,0.486916,Bot
0.282437,0.691808,0.415808,0.793225,0.43173,0.084639,0.162997,0.054119,0.414765,Bot
0.028115,0.547578,0.378228,0.547172,0.467072,0.434321,0.071892,0.087444,0.501636,Bot
0.227613,0.64915,0.158257,0.598403,0.42341,0.201651,0.208579,0.2039,0.534415,Bot
0.294557,0.62115,0.143543,0.573389,0.428705,0.302032,0.190746,0.069122,0.454204,Bot
0.274064,0.541568,0.199957,0.6649,0.452226,0.205728,0.049936,0.270315,0.544471,Bot
0.086867,0.395099,0.262917,0.462004,0.518267,0.275435,0.328926,0.045855,0.565558,Bot
0.22335,0.491801,0.257961,0.397648,0.541018,0.21304,0.116908,0.188741,0.42521,Bot
0.053754,0.526106,0.133323,0.497387,0.480281,0.148518,0.161868,0.502537,0.491431,Bot
0.207213,0.450398,0.323381,0.558586,0.517042,0.095523,0.344726,0.029157,0.435155,Bot
0.178546,0.469863,0.1648,0.48617,0.499774,0.140166,0.237179,0.279309,0.518879,Bot
0.160608,0.574462,0.475029,0.587948,0.472482,0.056337,0.273409,0.034617,0.496172,Bot
0.021229,0.557617,0.706817,0.558832,0.456808,0.12055,0.05763,0.093775,0.491026,Bot
0.062646,0.584682,0.768693,0.560716,0.498298,0.076373,0.030861,0.061426,0.420937,Bot
0.078016,0.418347,0.315766,0.423952,0.484755,0.234677,0.071326,0.300215,0.635956,Bot
0.042533,0.280122,0.352311,0.43034,0.567309,0.478328,0.071311,0.055517,0.511673,Bot
0.027922,0.566603,0.606701,0.465054,0.443094,0.17613,0.046526,0.142721,0.449492,Bot
0.028606,0.488723,0.425767,0.502359,0.477744,0.102326,0.002845,0.440456,0.498234,Bot
0.02504,0.550292,0.650624,0.455106,0.338377,0.121053,0.008802,0.194482,0.732015,Bot
0.112161,0.489912,0.376528,0.378701,0.533732,0.24361,0.115234,0.152467,0.396877,Bot
0.081372,0.561336,0.435615,0.553359,0.450741,0.034177,0.096387,0.352449,0.617446,Bot
0.133938,0.603817,0.362824,0.601318,0.460649,0.290398,0.133186,0.079654,0.502647,Bot
0.07878,0.521737,0.08402,0.542752,0.48164,0.135871,0.137548,0.563781,0.49926,Bot
0.113475,0.598305,0.217523,0.654671,0.497997,0.235134,0.034722,0.399146,0.419718,Bot
0.033066,0.506994,0.383827,0.460359,0.508029,0.403188,0.005688,0.174231,0.607596,Bot
0.159784,0.465708,0.370218,0.562426,0.49553,0.315678,0.052167,0.102152,0.488134,Bot
0.709173,0.572583,0.00441,0.726525,0.475215,0.002681,0.011506,0.27223,0.440561,Bot
0.182918,0.609584,0.165499,0.651049,0.444735,0.312928,0.266886,0.071769,0.489447,Bot
0.112161,0.489912,0.376528,0.378701,0.533732,0.24361,0.115234,0.152467,0.396877,Bot
0.192833,0.479766,0.164815,0.461223,0.557719,0.186428,0.212926,0.242999,0.396048,Bot
0.339717,0.518182,0.237233,0.535584,0.374863,0.148939,0.179658,0.094453,0.704438,Bot
0.155701,0.526976,0.149269,0.48437,0.508707,0.12606,0.405535,0.163435,0.515284,Bot
0.342014,0.612077,0.163035,0.580601,0.452633,0.074981,0.265323,0.154646,0.26075,Bot
0.078423,0.59418,0.308586,0.661035,0.467814,0.129555,0.08334,0.400096,0.47389,Bot
0.181097,0.555084,0.230991,0.562784,0.483401,0.189151,0.122841,0.27592,0.442665,Bot
0.274217,0.515252,0.13857,0.505858,0.468337,0.124762,0.277279,0.185173,0.510161,Bot
0.112161,0.489912,0.376528,0.378701,0.533732,0.24361,0.115234,0.152467,0.396877,Bot
0.192946,0.721287,0.164956,0.625844,0.400102,0.142407,0.282531,0.21716,0.605858,Bot
0.246311,0.604699,0.257513,0.573093,0.376182,0.241642,0.098596,0.155938,0.659289,Bot
0.048755,0.545614,0.18235,0.565096,0.475791,0.092648,0.220688,0.455557,0.472788,Bot
0.060455,0.483764,0.173131,0.482409,0.496455,0.088547,0.423645,0.254222,0.662045,Bot
0.16193,0.439749,0.500492,0.411784,0.501527,0.086649,0.152709,0.098222,0.476699,Bot
0.076332,0.602102,0.177449,0.411452,0.486254,0.228495,0.010928,0.506796,0.462014,Bot
0.080698,0.697974,0.148704,0.6894,0.425988,0.202908,0.043564,0.524126,0.446529,Bot
0.150262,0.347005,0.202207,0.454541,0.466118,0.132703,0.450426,0.064402,0.498903,Bot
0.298465,0.536419,0.157806,0.624835,0.427665,0.066845,0.003336,0.473547,0.585178,Bot
0.153852,0.526314,0.394402,0.53772,0.473606,0.093619,0.078382,0.279744,0.510984,Bot
0.401626,0.462722,0.226721,0.565332,0.430943,0.10341,0.145344,0.122898,0.645156,Bot
0.098083,0.53364,0.220602,0.512476,0.474448,0.104792,0.226018,0.350505,0.51536,Bot
0.032745,0.601059,0.536131,0.668859,0.488798,0.10904,0.053657,0.268428,0.43978,Bot
0.438421,0.678508,0.144385,0.552511,0.490989,0.032941,0.274719,0.109534,0.444102,Bot
0.2658,0.535086,0.111016,0.540472,0.492511,0.099362,0.372321,0.151501,0.520438,Bot
0.182301,0.553188,0.154217,0.588442,0.448826,0.170082,0.298054,0.195347,0.521442,Bot
0.475104,0.508735,0.156773,0.526685,0.507176,0.143626,0.146466,0.078031,0.473686,Bot
0.026729,0.555311,0.304855,0.559718,0.488653,0.248288,0.103754,0.316374,0.478843,Bot
0.214152,0.520819,0.391168,0.479018,0.458073,0.116859,0.089209,0.188612,0.620582,Bot
0.685434,0.324496,0.075263,0.459216,0.48029,0.056723,0.088635,0.093945,0.528178,Bot
0.209689,0.481997,0.12553,0.499211,0.479122,0.118606,0.37933,0.166845,0.574803,Bot
0.228925,0.696549,0.111074,0.425998,0.439469,0.096515,0.444308,0.119179,0.559813,Bot
0.050115,0.510752,0.342268,0.528024,0.460276,0.223318,0.081654,0.302645,0.601405,Bot
0.209312,0.537985,0.144006,0.56202,0.460762,0.171302,0.322785,0.152595,0.530484,Bot
0.180521,0.51451,0.140309,0.525668,0.427519,0.131099,0.353909,0.194162,0.587532,Bot
0.058519,0.552862,0.179009,0.578124,0.461777,0.072605,0.121921,0.567946,0.495508,Bot
0.056079,0.537632,0.141073,0.551799,0.48127,0.173815,0.383248,0.245786,0.504091,Bot
0.226167,0.458883,0.112487,0.565628,0.502266,0.132663,0.341542,0.187142,0.501003,Bot
0.044274,0.690944,0.091739,0.636472,0.420981,0.015221,0.841573,0.007192,0.503619,Bot
0.150349,0.564296,0.336531,0.509066,0.477377,0.213767,0.065245,0.234109,0.502777,Bot
0.455493,0.538823,0.12223,0.603433,0.531902,0.113413,0.045951,0.262914,0.601146,Bot
0.248812,0.503231,0.110424,0.53079,0.440459,0.103863,0.09275,0.44415,0.700658,Bot
0.035696,0.478914,0.501122,0.565892,0.483829,0.124007,0.008143,0.331032,0.484408,Bot
0.586337,0.555821,0.01879,0.50413,0.458381,0.008661,0.319485,0.066727,0.441648,Bot
0.328578,0.544416,0.174079,0.602299,0.485526,0.180779,0.161135,0.155429,0.49782,Bot
0.195325,0.55295,0.276948,0.469307,0.493898,0.264358,0.065141,0.198228,0.507386,Bot
0.112161,0.489912,0.376528,0.378701,0.533732,0.24361,0.115234,0.152467,0.396877,Bot
0.03074,0.410039,0.516248,0.450718,0.528395,0.182904,0.024451,0.245658,0.577992,Bot
0.081653,0.567908,0.648011,0.575303,0.469902,0.153571,0.063261,0.053503,0.510671,Bot
0.227807,0.515691,0.204925,0.525515,0.470475,0.151527,0.227013,0.188728,0.600449,Bot
0.20259,0.575494,0.136551,0.596561,0.427454,0.134856,0.245041,0.280962,0.590324,Bot
0.04086,0.470492,0.275896,0.472529,0.524967,0.544847,0.033688,0.104709,0.449312,Bot
0.166396,0.574327,0.370943,0.556812,0.4532,0.092376,0.26085,0.109436,0.497255,Bot
0.057084,0.538306,0.146333,0.517959,0.472511,0.100192,0.523712,0.172679,0.487756,Bot
0.043521,0.579858,0.512701,0.572939,0.467659,0.138985,0.135847,0.168947,0.480809,Bot
0.626554,0.561223,0.159624,0.604131,0.491741,0.106094,0.056016,0.051712,0.460439,Bot
0.048389,0.422545,0.39952,0.460147,0.503204,0.152892,0.008944,0.390254,0.523682,Bot
0.29471,0.410833,0.028894,0.408659,0.514956,0.051924,0.513123,0.111349,0.585065,Bot
0.490063,0.451792,0.26988,0.462772,0.440022,0.057529,0.108331,0.074198,0.454402,Bot
0.124047,0.378173,0.331536,0.447256,0.545357,0.262908,0.052482,0.229027,0.445324,Bot
0.039002,0.406327,0.255325,0.455041,0.570421,0.43114,0.064355,0.210178,0.376724,Bot
0.091026,0.519203,0.216569,0.494006,0.475213,0.061712,0.007002,0.623691,0.623061,Bot
0.089306,0.528485,0.435543,0.484459,0.46781,0.187973,0.19672,0.090458,0.528055,Bot
0.2658,0.535086,0.111016,0.540472,0.492511,0.099362,0.372321,0.151501,0.520438,Bot
0.135867,0.548451,0.253145,0.499185,0.472483,0.070472,0.496672,0.043845,0.474498,Bot
0.058321,0.635968,0.543511,0.739796,0.463438,0.089955,0.047864,0.26035,0.428626,Bot
0.192529,0.537389,0.269565,0.499267,0.496565,0.346504,0.051003,0.140398,0.512454,Bot
0.026481,0.586972,0.281988,0.538362,0.396461,0.59464,0.014186,0.082704,0.551878,Bot
0.081077,0.501053,0.219647,0.408859,0.572433,0.466487,0.023388,0.209401,0.50751,Bot
0.151089,0.655035,0.341301,0.521771,0.433259,0.367688,0.044775,0.095147,0.444704,Bot
0.012617,0.55248,0.865341,0.603797,0.456471,0.093285,0.010686,0.018071,0.446449,Bot
0.01212,0.570131,0.63194,0.613317,0.440679,0.294943,0.008329,0.052668,0.488468,Bot
0.213282,0.525618,0.31976,0.528128,0.449156,0.273698,0.019843,0.173417,0.728603,Bot
0.040268,0.56474,0.220306,0.542902,0.476687,0.527528,0.067086,0.144812,0.489758,Bot
0.296885,0.592085,0.146972,0.695645,0.498147,0.223911,0.088029,0.244203,0.426449,Bot
0.186936,0.479635,0.191679,0.46053,0.484625,0.268472,0.15559,0.197323,0.550031,Bot
0.225014,0.418675,0.178813,0.446869,0.56724,0.125068,0.271488,0.199617,0.502306,Bot
0.012788,0.484356,0.168076,0.468301,0.49396,0.107238,0.04063,0.671268,0.563417,Bot
0.134484,0.487077,0.254574,0.526448,0.469939,0.252981,0.22624,0.131721,0.558573,Bot
0.2541,0.367007,0.267506,0.445981,0.572594,0.051764,0.260936,0.165693,0.472736,Bot
0.020808,0.596737,0.865282,0.574344,0.451696,0.059404,0.027146,0.027361,0.528415,Bot
0.065847,0.534447,0.42482,0.561768,0.455559,0.306649,0.080689,0.121994,0.621608,Bot
0.144851,0.483906,0.173665,0.475522,0.463932,0.119094,0.359946,0.202444,0.54996,Bot
0.175675,0.565534,0.28596,0.565435,0.438784,0.34005,0.110679,0.087636,0.493092,Bot
0.182541,0.489237,0.198812,0.461464,0.48878,0.201068,0.204781,0.212799,0.541957,Bot
0.077099,0.573121,0.163424,0.633164,0.465672,0.620334,0.051189,0.087954,0.46322,Bot
0.467106,0.482416,0.167137,0.599069,0.531264,0.142801,0.011389,0.211568,0.458603,Bot
0.150349,0.564296,0.336531,0.509066,0.477377,0.213767,0.065245,0.234109,0.502777,Bot
0.037177,0.519109,0.610827,0.486663,0.52286,0.262066,0.051385,0.038545,0.42654,Bot
0.152786,0.432571,0.141478,0.513199,0.54573,0.184577,0.162309,0.35885,0.646286,Bot
0.027202,0.436994,0.60884,0.429759,0.490591,0.181112,0.005289,0.177557,0.520671,Bot
0.029514,0.603006,0.290754,0.609724,0.442221,0.497572,0.129428,0.052731,0.494324,Bot
0.2658,0.535086,0.111016,0.540472,0.492511,0.099362,0.372321,0.151501,0.520438,Bot
0.25799,0.447289,0.198148,0.478091,0.524171,0.075436,0.311296,0.15713,0.528508,Bot
0.648796,0.662212,0.043961,0.652596,0.480258,0.018362,0.231781,0.057101,0.459578,Bot
0.228925,0.696549,0.111074,0.425998,0.439469,0.096515,0.444308,0.119179,0.559813,Bot
0.112161,0.489912,0.376528,0.378701,0.533732,0.24361,0.115234,0.152467,0.396877,Bot
0.073205,0.464878,0.202295,0.469976,0.46363,0.069277,0.016907,0.638317,0.561338,Bot
0.204282,0.684416,0.148327,0.640091,0.52187,0.043301,0.185987,0.418104,0.361037,Bot
0.386162,0.6143,0.163039,0.657359,0.383078,0.15296,0.124433,0.173406,0.622368,Bot
0.112161,0.489912,0.376528,0.378701,0.533732,0.24361,0.115234,0.152467,0.396877,Bot
0.117173,0.43558,0.12494,0.469845,0.523276,0.100198,0.058559,0.59913,0.488923,Bot
0.214697,0.47711,0.141542,0.435012,0.440678,0.125297,0.332317,0.186146,0.551646,Bot
0.140108,0.567039,0.413919,0.544453,0.268219,0.189735,0.110757,0.145481,0.828258,Bot
0.046608,0.5461,0.372462,0.485661,0.473832,0.306778,0.211596,0.062556,0.487789,Bot
0.226167,0.458883,0.112487,0.565628,0.502266,0.132663,0.341542,0.187142,0.501003,Bot
0.08659,0.517784,0.236901,0.546491,0.47917,0.586075,0.013208,0.077225,0.499426,Bot
0.087059,0.533928,0.3641,0.593784,0.475875,0.131193,0.28803,0.129618,0.51111,Bot
0.096536,0.579672,0.27947,0.640576,0.448219,0.262863,0.147217,0.213915,0.534946,Bot
0.097978,0.452751,0.315028,0.5369,0.479174,0.400578,0.070391,0.116025,0.47528,Bot
0.101623,0.454353,0.666497,0.481826,0.496929,0.123685,0.028783,0.079412,0.480745,Bot
0.040124,0.423775,0.443094,0.449981,0.457516,0.346731,0.032005,0.138046,0.685995,Bot
0.205519,0.470925,0.305984,0.552853,0.50487,0.28082,0.135839,0.071838,0.473473,Bot
0.08092,0.564989,0.259655,0.519169,0.45709,0.305028,0.136517,0.21788,0.486365,Bot
0.078563,0.712918,0.707664,0.727661,0.471661,0.05566,0.087805,0.070308,0.42558,Bot
0.156832,0.559212,0.129094,0.533352,0.47792,0.119766,0.328681,0.265628,0.468579,Bot
0.114858,0.414697,0.31186,0.426294,0.535071,0.408191,0.033472,0.13162,0.503573,Bot
0.046822,0.465278,0.342645,0.446086,0.406524,0.188408,0.017375,0.40475,0.62018,Bot
0.070305,0.535205,0.221913,0.577936,0.448825,0.221197,0.18498,0.301605,0.479294,Bot
0.216943,0.509392,0.323471,0.581146,0.481157,0.084407,0.322285,0.052894,0.479983,Bot
0.050142,0.476792,0.531976,0.485954,0.509606,0.249111,0.10873,0.060041,0.492209,Bot
0.199891,0.562684,0.139311,0.498552,0.475393,0.099513,0.381282,0.180002,0.488857,Bot
0.277081,0.60074,0.214738,0.563012,0.45072,0.120097,0.313351,0.074733,0.557373,Bot
0.223338,0.612092,0.512476,0.572439,0.471857,0.084194,0.106699,0.073292,0.448305,Bot
0.050108,0.459133,0.240268,0.431768,0.418964,0.38265,0.154172,0.172802,0.614807,Bot
0.060365,0.447145,0.237119,0.42857,0.525913,0.462534,0.09283,0.147153,0.493096,Bot
0.106568,0.328319,0.316863,0.473788,0.595326,0.399584,0.044974,0.132012,0.481832,Bot
0.257314,0.403989,0.336284,0.433522,0.581754,0.044439,0.152322,0.209641,0.435566,Bot
0.15375,0.672841,0.159996,0.624709,0.459909,0.050956,0.545948,0.089351,0.474573,Bot
0.147478,0.398082,0.297433,0.535754,0.528115,0.398077,0.056938,0.100074,0.455088,Bot
0.21145,0.52546,0.173389,0.472154,0.503164,0.181361,0.233353,0.200446,0.504358,Bot
0.065802,0.593199,0.174051,0.478785,0.476393,0.309442,0.051593,0.399112,0.536946,Bot
0.192946,0.721287,0.164956,0.625844,0.400102,0.142407,0.282531,0.21716,0.605858,Bot
0.432366,0.705463,0.265478,0.64184,0.436372,0.067515,0.045581,0.18906,0.429943,Bot
0.007347,0.71089,0.114725,0.610324,0.429837,0.832853,0.018663,0.026412,0.428511,Bot
0.091619,0.517654,0.417557,0.545512,0.483268,0.14935,0.254598,0.086876,0.459781,Bot
0.012351,0.537169,0.244261,0.492161,0.448978,0.544792,0.01422,0.184376,0.469398,Bot
0.053754,0.526106,0.133323,0.497387,0.480281,0.148518,0.161868,0.502537,0.491431,Bot
0.031394,0.560573,0.241739,0.566218,0.440488,0.083586,0.046692,0.59659,0.511702,Bot
0.288619,0.487541,0.19383,0.54257,0.411225,0.054842,0.165756,0.296953,0.549456,Bot
0.016686,0.519438,0.356757,0.558438,0.509967,0.214534,0.334932,0.07709,0.483641,Bot
0.147829,0.494397,0.32775,0.631253,0.485946,0.121674,0.2783,0.124446,0.473909,Bot
0.209689,0.481997,0.12553,0.499211,0.479122,0.118606,0.37933,0.166845,0.574803,Bot
0.159727,0.534337,0.236744,0.480993,0.49749,0.058894,0.388736,0.155899,0.47335,Bot
0.447771,0.511353,0.19575,0.567148,0.471777,0.09755,0.105084,0.153844,0.622059,Bot
0.154776,0.325069,0.372675,0.368226,0.551944,0.136499,0.038397,0.297653,0.495615,Bot
0.096127,0.380629,0.089951,0.448033,0.47791,0.170843,0.072282,0.570796,0.546621,Bot
0.502644,0.589304,0.071715,0.700241,0.422578,0.045992,0.18289,0.196759,0.571496,Bot
0.45459,0.516263,0.052258,0.618934,0.480168,0.054874,0.324519,0.113759,0.50682,Bot
0.080622,0.491593,0.049017,0.486814,0.472662,0.02554,0.027361,0.81746,0.539066,Bot
0.209312,0.537985,0.144006,0.56202,0.460762,0.171302,0.322785,0.152595,0.530484,Bot
0.178546,0.469863,0.1648,0.48617,0.499774,0.140166,0.237179,0.279309,0.518879,Bot
0.030297,0.519041,0.46572,0.55375,0.431763,0.393241,0.013348,0.097394,0.550947,Bot
0.441259,0.334156,0.200155,0.468036,0.519634,0.051667,0.223578,0.083341,0.424447,Bot
0.121115,0.408736,0.260729,0.308401,0.52691,0.21572,0.037847,0.364589,0.540662,Bot
0.034812,0.51536,0.574647,0.504602,0.495946,0.261731,0.011706,0.117104,0.512354,Bot
0.123335,0.694056,0.598691,0.700971,0.46156,0.066997,0.11379,0.097187,0.424384,Bot
0.157619,0.555697,0.250258,0.486677,0.509174,0.052841,0.406382,0.132899,0.410987,Bot
0.327558,0.464793,0.146684,0.454217,0.537322,0.093693,0.226898,0.205168,0.47081,Bot
0.117041,0.53431,0.306883,0.538851,0.467787,0.181533,0.209822,0.184721,0.505394,Bot
0.188211,0.499277,0.155995,0.491073,0.470269,0.116073,0.362454,0.177267,0.550465,Bot
0.263203,0.452535,0.130958,0.489011,0.517993,0.096663,0.323986,0.185191,0.508501,Bot
0.227613,0.64915,0.158257,0.598403,0.42341,0.201651,0.208579,0.2039,0.534415,Bot
0.112314,0.599402,0.181053,0.575279,0.470418,0.383294,0.105496,0.217844,0.440133,Bot
0.114167,0.488314,0.282354,0.450157,0.489991,0.384306,0.118736,0.100437,0.584051,Bot
0.056137,0.509605,0.368157,0.499519,0.449697,0.120042,0.334549,0.121115,0.530375,Bot
0.235781,0.486414,0.28902,0.498997,0.42116,0.119404,0.268668,0.087127,0.404049,Bot
0.036419,0.441407,0.366948,0.525313,0.495633,0.424073,0.010248,0.162311,0.470393,Bot
0.086651,0.365223,0.496849,0.402488,0.589614,0.111696,0.009132,0.295671,0.509861,Bot
0.226447,0.554962,0.39725,0.5247,0.498669,0.081057,0.1096,0.185646,0.462382,Bot
0.090737,0.533614,0.400129,0.537249,0.430077,0.284425,0.06726,0.15745,0.534054,Bot
0.011647,0.546108,0.481215,0.550246,0.46226,0.217796,0.085637,0.203706,0.474929,Bot
0.155701,0.526976,0.149269,0.48437,0.508707,0.12606,0.405535,0.163435,0.515284,Bot
0.12925,0.482717,0.397337,0.521573,0.469068,0.362769,0.012742,0.097903,0.540708,Bot
0.150349,0.564296,0.336531,0.509066,0.477377,0.213767,0.065245,0.234109,0.502777,Bot
0.051272,0.627519,0.159457,0.729755,0.441985,0.306584,0.055523,0.427164,0.471912,Bot
0.085719,0.452697,0.072048,0.498191,0.497933,0.040512,0.757722,0.044,0.507287,Bot
0.109118,0.448022,0.487464,0.528,0.450794,0.081671,0.01789,0.303857,0.56023,Bot
0.181031,0.479795,0.431604,0.580737,0.516177,0.176408,0.088668,0.12229,0.542854,Bot
0.307506,0.539621,0.222239,0.552508,0.496676,0.271835,0.077663,0.120758,0.508787,Bot
0.066803,0.496917,0.229042,0.44523,0.449178,0.062365,0.015535,0.626254,0.614733,Bot
0.068939,0.526823,0.116218,0.496105,0.448826,0.148337,0.231964,0.434543,0.562414,Bot
0.208259,0.537622,0.145602,0.531693,0.474769,0.134742,0.29286,0.218538,0.498871,Bot
0.093703,0.574142,0.203879,0.535083,0.40227,0.604533,0.020496,0.07739,0.46431,Bot
0.092379,0.442281,0.306002,0.404136,0.53615,0.165598,0.058072,0.377949,0.487548,Bot
0.060844,0.603464,0.423276,0.701661,0.460048,0.179104,0.225999,0.110777,0.478474,Bot
0.191252,0.62497,0.222509,0.664181,0.432788,0.25955,0.205195,0.121494,0.451446,Bot
0.056079,0.518351,0.348091,0.429704,0.478406,0.510537,0.017861,0.067431,0.522864,Bot
0.327417,0.50615,0.277139,0.433953,0.496164,0.161909,0.033897,0.199638,0.554038,Bot
0.137452,0.451903,0.210951,0.473224,0.469524,0.202689,0.258136,0.190772,0.480495,Bot
0.242948,0.402122,0.301401,0.416372,0.582158,0.258073,0.023075,0.174504,0.514839,Bot
0.328578,0.544416,0.174079,0.602299,0.485526,0.180779,0.161135,0.155429,0.49782,Bot
0.397596,0.265345,0.255764,0.421867,0.541763,0.133817,0.042741,0.170081,0.555984,Bot
0.116582,0.502902,0.421713,0.625126,0.455181,0.109462,0.266395,0.085849,0.549473,Bot
0.331206,0.390314,0.154863,0.381544,0.534009,0.105178,0.239956,0.168797,0.537442,Bot
0.437805,0.479344,0.332223,0.490598,0.489611,0.051652,0.09333,0.08499,0.55801,Bot
0.180351,0.464165,0.193385,0.474357,0.521819,0.265268,0.256694,0.104302,0.515595,Bot
0.148682,0.569864,0.491655,0.61776,0.448856,0.179947,0.113325,0.066391,0.479136,Bot
0.384504,0.43091,0.245686,0.55266,0.471696,0.107507,0.180635,0.081668,0.467624,Bot
0.014968,0.711491,0.470449,0.779165,0.434721,0.4273,0.008662,0.078621,0.436589,Bot
0.214628,0.553841,0.334915,0.58495,0.439015,0.268854,0.065122,0.116481,0.533997,Bot
0.065058,0.524973,0.482953,0.524515,0.46871,0.336277,0.028395,0.087317,0.531679,Bot
0.143471,0.578548,0.218441,0.721048,0.419734,0.253673,0.250421,0.133994,0.551882,Bot
0.005253,0.483007,0.121563,0.447615,0.465177,0.82386,0.011454,0.03787,0.521652,Bot
0.224434,0.47171,0.584575,0.525102,0.496811,0.047781,0.049585,0.093625,0.5574,Bot
0.25017,0.442468,0.312149,0.506963,0.470685,0.194303,0.106753,0.136625,0.549647,Bot
0.047879,0.499208,0.487172,0.506665,0.498373,0.140872,0.158949,0.165128,0.504083,Bot
0.082972,0.48794,0.612272,0.44166,0.413196,0.152227,0.012182,0.140347,0.585258,Bot
0.121631,0.657423,0.525754,0.718134,0.418297,0.055834,0.208012,0.088769,0.438628,Bot
0.136831,0.540705,0.4488,0.511235,0.433617,0.18565,0.023362,0.205357,0.692491,Bot
0.069355,0.552775,0.447743,0.657224,0.46953,0.179067,0.007341,0.296494,0.525447,Bot
0.150349,0.564296,0.336531,0.509066,0.477377,0.213767,0.065245,0.234109,0.502777,Bot
0.040323,0.524726,0.173922,0.480618,0.460164,0.109562,0.013615,0.662578,0.520445,Bot
0.0276,0.659957,0.364105,0.649478,0.428337,0.178552,0.038253,0.391491,0.501157,Bot
0.3374,0.643914,0.08583,0.601699,0.452577,0.064827,0.07044,0.441503,0.474424,Bot
0.028346,0.620826,0.059248,0.731117,0.439809,0.383715,0.046366,0.482326,0.486357,Bot
0.352342,0.601343,0.221161,0.60146,0.459641,0.194261,0.035074,0.197163,0.47607,Bot
0.115045,0.565381,0.218031,0.603208,0.439729,0.29466,0.047646,0.324618,0.481204,Bot
0.121526,0.614726,0.100465,0.474871,0.461579,0.294575,0.261589,0.221846,0.487328,Bot
0.096228,0.553266,0.094692,0.247778,0.522803,0.075,0.029215,0.704866,0.554947,Bot
0.272322,0.520334,0.42133,0.561386,0.477641,0.178993,0.063973,0.06338,0.631508,Bot
0.112161,0.489912,0.376528,0.378701,0.533732,0.24361,0.115234,0.152467,0.396877,Bot
0.726312,0.565475,0.121886,0.655857,0.427804,0.049618,0.029137,0.073046,0.587964,Bot
0.306419,0.521892,0.049344,0.527263,0.494337,0.045311,0.549459,0.049466,0.435066,Bot
0.480456,0.529301,0.064532,0.736291,0.373698,0.037838,0.35584,0.061333,0.518153,Bot
0.294028,0.465637,0.113406,0.515551,0.517563,0.187165,0.161061,0.244339,0.483548,Bot
0.044003,0.59426,0.378081,0.729519,0.498835,0.392338,0.032738,0.15284,0.475449,Bot
0.012921,0.527676,0.146571,0.512507,0.47811,0.507928,0.076296,0.256284,0.486417,Bot
